sep=	
time (source1)	data.0	data.1	data.2	data.3	data.4	data.5	data.6	
203.655	207.35	321.936	-356.608	-9.686	480.526	4	5	
203.762	207.46	321.336	-357.208	-9.986	480.576	4	5	
203.88	207.57	322.086	-356.608	-10.436	480.642	4	5	
203.997	207.69	322.836	-356.758	-10.286	481.253	4	5	
204.107	207.81	322.536	-356.008	-9.236	480.475	4	5	
204.225	207.92	322.536	-356.158	-8.636	480.575	4	5	
204.372	208.06	322.386	-356.758	-8.336	480.914	4	5	
204.477	208.17	322.836	-356.458	-7.136	480.974	4	5	
204.598	208.29	322.836	-356.308	-7.136	480.863	4	5	
204.714	208.41	323.286	-356.458	-5.036	481.249	4	5	
204.835	208.53	323.886	-358.258	-3.686	482.974	4	5	
204.953	208.65	323.136	-358.558	-1.886	482.684	4	5	
205.096	208.79	324.786	-358.108	-5.636	483.486	4	5	
208.339	212.01	148.686	-37.408	35.764	157.435	5	5	
208.438	212.13	147.186	-37.258	36.064	156.052	5	5	
208.562	212.25	145.686	-39.958	30.664	154.147	5	5	
208.672	212.36	143.736	-40.858	30.364	152.484	5	5	
208.804	212.48	144.036	-32.158	31.414	150.888	5	5	
208.96	212.65	144.186	-33.808	29.914	151.087	5	5	
209.074	212.76	144.186	-35.458	29.164	151.318	5	5	
209.189	212.87	144.186	-36.958	29.314	152.018	5	5	
209.304	212.98	143.736	-36.658	29.464	151.234	5	5	
209.413	213.1	143.586	-35.908	29.914	151	5	5	
209.524	213.21	144.936	-36.958	29.764	152.506	5	5	
209.677	213.36	143.886	-35.758	30.814	151.43	5	5	
209.788	213.47	144.036	-36.658	30.364	151.697	5	5	
209.901	213.58	143.736	-36.058	29.614	151.119	5	5	
210.022	213.71	144.036	-36.358	29.464	151.447	5	5	
210.139	213.82	144.336	-37.108	30.214	152.061	5	5	
210.25	213.93	145.086	-37.108	29.914	152.714	5	5	
210.401	214.08	143.136	-36.508	30.814	150.898	5	5	
210.512	214.19	144.036	-36.058	30.364	151.553	5	5	
210.621	214.31	144.486	-35.308	30.964	151.926	5	5	
210.739	214.42	143.886	-35.758	30.364	151.339	5	5	
210.855	214.53	144.186	-35.608	31.114	151.741	5	5	
210.963	214.65	143.436	-35.908	31.414	151.162	5	5	
211.123	214.81	144.186	-35.008	30.664	151.51	5	5	
211.238	214.92	143.736	-35.308	31.414	151.306	5	5	
211.349	215.03	143.286	-35.308	32.164	151.036	5	5	
211.469	215.14	144.036	-35.158	31.864	151.65	5	5	
211.581	215.26	143.436	-35.308	30.964	150.928	5	5	
214.517	218.19	39.486	14.942	34.564	54.562	6	5	
214.686	218.36	40.536	13.442	33.664	53.971	6	5	
214.791	218.47	40.986	13.292	33.214	54.403	6	5	
214.905	218.58	40.536	12.992	32.164	53.352	6	5	
215.016	218.69	41.136	12.392	32.164	53.668	6	5	
215.125	218.8	40.536	13.142	32.464	53.57	6	5	
215.24	218.91	40.686	12.092	33.064	53.803	6	5	
215.349	219.02	41.736	12.992	33.214	54.898	6	5	
215.501	219.17	41.436	13.142	32.614	54.344	6	5	
215.607	219.28	40.536	13.592	32.464	53.682	6	5	
215.719	219.39	40.686	13.142	32.314	53.593	6	5	
215.834	219.5	41.136	12.842	33.064	54.316	6	5	
215.949	219.61	40.386	12.992	33.064	53.787	6	5	
216.055	219.73	41.436	13.292	32.314	54.201	6	5	
216.2	219.87	40.236	13.592	32.764	53.639	6	5	
216.314	219.98	41.436	12.842	33.514	54.818	6	5	
216.419	220.09	40.836	12.092	33.064	53.916	6	5	
216.533	220.2	41.136	13.742	32.914	54.445	6	5	
216.64	220.31	40.536	12.392	32.914	53.666	6	5	
216.763	220.42	41.286	12.842	32.914	54.339	6	5	
216.865	220.53	39.936	12.542	32.464	52.972	6	5	
217.016	220.68	40.836	12.992	33.514	54.401	6	5	
217.134	220.79	39.786	13.442	33.214	53.542	6	5	
217.24	220.91	40.386	12.692	32.464	53.348	6	5	
217.351	221.01	40.086	12.542	32.914	53.362	6	5	
217.459	221.13	40.386	13.292	32.314	53.403	6	5	
217.572	221.24	40.836	13.742	33.364	54.493	6	5	
217.69	221.35	39.636	12.692	33.214	53.282	6	5	
217.873	221.53	40.086	13.442	32.914	53.58	6	5	
217.988	221.65	39.186	13.442	32.914	52.91	6	5	
218.101	221.77	39.786	12.692	33.364	53.452	6	5	
218.217	221.88	40.236	13.442	33.364	53.97	6	5	
218.333	221.99	40.386	14.492	33.214	54.26	6	5	
